Bucket,CDS1Y,CDS3Y,CDS5Y
0-1,0.0003898084640937931,0.0003896328474067498,0.00038956455687014224
1-3,0.0,0.0007217488310807402,0.0007211868327782617
3-5,0.0,0.0,0.0006507221078870251
