N,VaR99.5_seed_42,VaR99.5_seed_43,VaR99.5_seed_44,Range,Relative Range
50000,300.0889919519568,300.0889919519568,307.40917804475635,7.320186092799531,0.024196638294494307
100000,307.40917804475635,300.0889919519568,300.0889919519568,7.320186092799531,0.024196638294494307
200000,300.0889919519568,307.40917804475635,307.40917804475635,7.320186092799531,0.02400304066352651
300000,300.0889919519568,300.0889919519568,300.0889919519568,0.0,0.0
