Portfolio,Rho,Expected Value,90% VaR,99.5% VaR,90% ES,99.5% ES
Portfolio I,0%,1499.9629982897936,0.8005514201791589,2.2152467320538207,1.2744374118581991,2.5907661305466174
Portfolio I,33%,1499.9635260599293,3.2279335238872178,16.830131536303462,7.291174705215798,24.029597227929386
Portfolio I,66%,1499.9689522000133,3.5735172157369237,31.239166042286545,11.431756519664876,52.26864311781492
Portfolio I,100%,1499.9781082768804,-1.4219377892627563,49.9745741533975,0.5003345442636792,87.15357768121999
Portfolio II,0%,1499.92868639258,6.510632443235637,14.289829248252467,9.292519132691798,16.440539392057715
Portfolio II,33%,1499.944907629393,32.69339617595406,135.85049826755764,65.44279178728557,171.5230308457362
Portfolio II,66%,1499.9716844753132,38.48129658940368,265.0981378152658,108.0372720889973,327.0980199840184
Portfolio II,100%,1500.061182537937,48.468413562296064,478.67072538886725,144.31771943655016,478.6707253888672
