max_depth,validation_fbeta
1,0.6972111553784861
2,0.6972111553784861
3,0.7692307692307693
4,0.7352941176470589
5,0.7142857142857143
6,0.7560975609756098
7,0.6839622641509434
8,0.7070707070707071
9,0.6756756756756757
10,0.6417112299465241
