driver,events,mean_spread,p95_spread,mean_abs_spread
congestion_led,1212,-2.5419089163916393,20.22900237500003,11.41712496562156
energy_led,5720,-3.3021170770687647,15.78466183333334,10.724672064831003
mixed,1795,1.1881468932219128,14.273023083333326,6.589153028783659
loss_led,55,0.3691414545454539,2.0045904999999915,0.8364550303030303
unclassified,2,0.0,0.0,0.0
