Date,gross_return,transaction_cost,net_return,signal,beta,weight_rf,weight_schw,alpha,innovation,innovation_std,z_score
2023-01-19,0.0,0.0005,-0.0005,-1.0,0.960816778090215,0.0,-0.0,-1.2360923535932322,0.0496355772938184,0.021494220738422044,2.309252235652917
2023-01-20,-0.01844550844584513,0.0,-0.01844550844584513,-1.0,0.9610893478898878,-0.5099206729545442,0.49007932704545565,-1.2336742771249842,0.0836858081291787,0.021494973750892668,3.893273334455842
2023-01-23,-0.0015963946819847995,0.0,-0.0015963946819847995,-1.0,0.9614898728035658,-0.5098165500955127,0.4901834499044873,-1.231821265745082,0.08323138832239074,0.021496038780806002,3.8719407408544857
2023-01-24,0.012389353547777784,0.0,0.012389353547777784,-1.0,0.9619197143913314,-0.5097048531928542,0.4902951468071458,-1.23128678861604,0.05535503751641535,0.021498944317189468,2.574779333334812
2023-01-25,-0.001807605145560022,0.0,-0.001807605145560022,-1.0,0.9623588683858846,-0.5095907869402798,0.49040921305972013,-1.230742068127161,0.05650819345727198,0.021499030949665293,2.6284065356048862
2023-01-26,-0.013867819123903767,0.0,-0.013867819123903767,-1.0,0.9628266266065755,-0.5094693471368105,0.4905306528631896,-1.229257300786335,0.08127732186658498,0.021497033148052874,3.780862284893802
2023-01-27,-0.025957762699361172,0.0,-0.025957762699361172,-1.0,0.9627836692503244,-0.5094804973499423,0.49051950265005767,-1.2235572093738127,0.12872772777571795,0.021494588228097612,5.988843629367403
2023-01-30,0.009664125175125621,0.0,0.009664125175125621,-1.0,0.9629528723395377,-0.5094365810260916,0.4905634189739085,-1.2198114602107266,0.10424250903702958,0.02149480134332563,4.84966143078117
2023-01-31,0.004912861216427984,0.0,0.004912861216427984,-1.0,0.9634518948042416,-0.5093071048219906,0.4906928951780094,-1.2180766108990144,0.09013942520423956,0.02149691706327176,4.193132668230178
2023-02-01,6.965885545234893e-05,0.0,6.965885545234893e-05,-1.0,0.9640742965751117,-0.5091457088684309,0.4908542911315691,-1.2170395673541359,0.08612749356891936,0.021498535111592693,4.006202893446292
2023-02-02,-0.013961342070360185,0.0,-0.013961342070360185,-1.0,0.9645499073856252,-0.5090224464344484,0.49097755356555156,-1.21436042857436,0.1098238449519271,0.021495990497317263,5.109038588644394
2023-02-03,0.014087352513492054,0.0,0.014087352513492054,-1.0,0.9652427191146133,-0.5088429995306243,0.4911570004693757,-1.2139950658490375,0.07743976501569749,0.021500588500252486,3.601750948109541
2023-02-06,0.011808606451246487,0.0,0.011808606451246487,-1.0,0.96577565425811,-0.5087050487342633,0.4912949512657368,-1.2140869951118476,0.050872166159002585,0.021502805530027536,2.3658385454847872
2023-02-07,0.004267268976940195,0.0,0.004267268976940195,-1.0,0.966290384961824,-0.508571881166685,0.491428118833315,-1.214556106066013,0.04027256612858965,0.021506840184895373,1.8725468633404256
2023-02-08,-0.003098008398043072,0.0,-0.003098008398043072,-1.0,0.9668084390749814,-0.5084379241683112,0.49156207583168876,-1.2148546743084556,0.04459219353026178,0.021504684183120296,2.073603739099019
2023-02-09,0.002071198140440887,0.0,0.002071198140440887,-1.0,0.9671994336828473,-0.5083368685847336,0.49166313141526635,-1.214869837576489,0.038562788016421656,0.021502246909076452,1.7934306205061605
2023-02-10,0.0023929078789689914,0.0,0.0023929078789689914,-1.0,0.9675751117518498,-0.508239809513366,0.491760190486634,-1.2150934281475658,0.03217973817569941,0.0215047786229921,1.4963994161415848
2023-02-13,-0.005158008207994512,0.0,-0.005158008207994512,-1.0,0.9680460657026267,-0.5081181875907882,0.4918818124092118,-1.215349079090249,0.04092240655052404,0.021504492786890747,1.9029700889048893
2023-02-14,0.003200360813136304,0.0,0.003200360813136304,-1.0,0.9684412916903552,-0.5080161670157164,0.49198383298428355,-1.215628498471098,0.03283453647732504,0.021505445694393204,1.5268010225840378
2023-02-15,-0.0028335225377459352,0.0,-0.0028335225377459352,-1.0,0.9688633427250439,-0.5079072672539733,0.4920927327460268,-1.2158452474566483,0.036972937976341935,0.021504357897147466,1.7193230392266845
2023-02-16,0.004268332893795219,0.0,0.004268332893795219,-1.0,0.9691620794666437,-0.5078302138901916,0.49216978610980844,-1.2159653238955939,0.026950699946068468,0.021503814047131718,1.2532985956350977
2023-02-17,-0.004396376546094785,0.0,-0.004396376546094785,-1.0,0.9695401634205245,-0.5077327279598542,0.49226727204014575,-1.2161035466805092,0.03443230337397152,0.021503661915575754,1.6012297584083182
2023-02-21,0.011879693298701767,0.0,0.011879693298701767,-1.0,0.969637105849486,-0.5077077381565216,0.4922922618434783,-1.2161089459547567,0.009529655026729422,0.021502390708598565,0.44319048778695197
2023-02-22,0.003910234090490138,0.0,0.003910234090490138,-1.0,0.9696516892032063,-0.5077039790748664,0.4922960209251336,-1.2161106471764254,0.0014128479231154678,0.021502645071950505,0.06570577333104388
2023-02-23,-0.005718213754732848,0.0,-0.005718213754732848,-1.0,0.9697582507443828,-0.5076765129030907,0.4923234870969093,-1.2160248942250584,0.012613402837384768,0.021500003628467386,0.5866698004033736
2023-02-24,0.006540401310939969,0.0005,0.006040401310939969,0.0,0.9697489481445553,-0.50767891052409,0.49232108947591,-1.2160201729427151,-0.0008163833081766825,0.021504450582784516,-0.037963458077382446
2023-02-27,0.0,0.0005,-0.0005,-1.0,0.9699860603275859,0.0,-0.0,-1.2154541227596352,0.03681677736530764,0.0214977794971221,1.712585123976934
2023-02-28,-0.0008365368362099774,0.0,-0.0008365368362099774,-1.0,0.9702312140819622,-0.5075546427508785,0.4924453572491215,-1.21491957195582,0.036876774104738885,0.021497994994715032,1.7153587631685885
