sample,observations,total_return_pct,annualized_return_pct,annualized_vol_pct,sharpe_ratio,max_drawdown_pct
Train Gross,1130,100.39511812288642,15.501809487605009,15.044365369234825,1.0304063419853948,-19.16498903522189
Test Gross,377,-9.107556644519176,-6.383107839550458,13.32360311716168,-0.47908270633854244,-14.554664653146121
Train Net,1130,89.38670979438592,14.241809487605007,14.985090839395456,0.950398608873536,-19.205396438011768
Test Net,377,-10.191747807544061,-7.185229855465578,13.286457511793577,-0.5407934996283011,-14.554664653146121
