Date,RF,SCHW
2022-11-22,19.409461975097656,77.5271987915039
2022-11-23,19.477985382080078,77.6702880859375
2022-11-25,19.589340209960938,77.8611068725586
2022-11-28,19.306676864624023,76.16287231445312
2022-11-29,19.623600006103516,76.6971435546875
2022-11-30,19.880563735961914,78.74838256835938
2022-12-01,19.69213104248047,77.97559356689453
2022-12-02,19.837738037109375,78.67205810546875
2022-12-05,18.827011108398438,77.50809478759766
2022-12-06,18.50152015686035,76.8879623413086
2022-12-07,18.665786743164062,76.5063247680664
2022-12-08,19.072126388549805,76.56358337402344
2022-12-09,19.03754234313965,76.1533203125
2022-12-12,19.357431411743164,76.60173797607422
2022-12-13,18.7176570892334,74.17842102050781
2022-12-14,18.259441375732422,73.7681655883789
2022-12-15,18.000076293945312,73.52012634277344
2022-12-16,17.792585372924805,74.59821319580078
2022-12-19,17.80987548828125,74.66500091552734
2022-12-20,17.90497398376465,75.90526580810547
2022-12-21,18.190277099609375,77.51765441894531
2022-12-22,18.2248592376709,77.08831787109375
2022-12-23,18.345897674560547,78.01374053955078
2022-12-27,18.53609848022461,78.4430923461914
2022-12-28,18.371837615966797,78.56710052490234
2022-12-29,18.691722869873047,78.86286926269531
2022-12-30,18.639846801757812,79.43531799316406
2023-01-03,18.562040328979492,78.17596435546875
2023-01-04,18.942440032958984,79.52117156982422
2023-01-05,18.73494529724121,79.2922134399414
2023-01-06,19.357431411743164,80.65650939941406
2023-01-09,19.09806251525879,81.50563049316406
2023-01-10,19.046188354492188,81.68689727783203
2023-01-11,19.132646560668945,79.58795928955078
2023-01-12,19.331493377685547,79.64521789550781
2023-01-13,19.392011642456055,79.16817474365234
2023-01-17,19.392011642456055,79.65474700927734
2023-01-18,18.86463165283203,77.64167022705078
2023-01-19,18.752243041992188,72.81411743164062
2023-01-20,19.616796493530273,73.49149322509766
2023-01-23,19.850229263305664,74.15934753417969
2023-01-24,19.737834930419922,75.60952758789062
2023-01-25,19.798349380493164,75.57135772705078
2023-01-26,20.057723999023438,74.46465301513672
2023-01-27,20.23063087463379,71.25898742675781
2023-01-30,20.057723999023438,72.03176879882812
